Date,Product,Category,Region,Quantity,Unit_Price,Total_Sales,On_Promotion
2023-01-04,Laptop,Electronics,South,88,935.17,82294.55,False
2023-01-04,Smartphone,Electronics,East,110,682.52,75077.34,False
2023-01-04,Smartphone,Electronics,West,72,693.83,49955.72,False
2023-01-04,Smartphone,Electronics,North,143,679.89,97224.02,False
2023-01-04,Smartphone,Electronics,South,104,686.25,71369.9,False
2023-01-04,Headphones,Electronics,East,104,158.07,16439.22,False
2023-01-04,Headphones,Electronics,West,98,160.35,15714.62,False
2023-01-04,Headphones,Electronics,North,159,156.03,24808.65,False
2023-01-04,Headphones,Electronics,South,64,159.5,10208.28,False
2023-01-04,Coffee Maker,Appliances,East,165,78.99,13033.98,False
2023-01-04,Coffee Maker,Appliances,West,156,79.05,12331.35,False
2023-01-04,Coffee Maker,Appliances,North,186,78.88,14671.96,False
2023-01-04,Coffee Maker,Appliances,South,180,81.29,14632.28,False
2023-01-04,Blender,Appliances,East,89,49.43,4399.26,False
2023-01-04,Blender,Appliances,West,113,49.97,5646.51,False
2023-01-04,Blender,Appliances,North,132,49.4,6520.61,False
2023-01-04,Blender,Appliances,South,106,49.77,5275.87,False
2023-01-04,Office Chair,Furniture,East,171,203.24,34754.7,False
2023-01-04,Office Chair,Furniture,West,126,202.72,25542.43,False
2023-01-04,Office Chair,Furniture,North,139,199.47,27726.25,False
2023-01-04,Office Chair,Furniture,South,175,196.72,34425.52,False
2023-01-04,Desk,Furniture,East,115,292.71,33661.09,False
2023-01-04,Desk,Furniture,West,160,303.73,48597.54,False
2023-01-04,Desk,Furniture,North,130,235.69,30639.09,True
2023-01-04,Desk,Furniture,South,110,244.67,26913.97,True
2023-01-05,Laptop,Electronics,East,86,993.56,85446.36,False
2023-01-05,Laptop,Electronics,West,90,983.55,88519.12,False
2023-01-05,Laptop,Electronics,North,99,989.85,97995.27,False
2023-01-05,Laptop,Electronics,South,89,971.03,86421.55,False
2023-01-05,Smartphone,Electronics,East,88,697.0,61336.16,False
2023-01-05,Smartphone,Electronics,West,127,712.0,90423.63,False
2023-01-05,Smartphone,Electronics,North,99,685.95,67909.52,False
2023-01-05,Smartphone,Electronics,South,86,704.51,60587.69,False
2023-01-05,Headphones,Electronics,East,109,164.89,17973.5,False
2023-01-05,Headphones,Electronics,West,103,162.2,16706.43,False
2023-01-05,Headphones,Electronics,North,105,128.02,13442.54,True
2023-01-05,Headphones,Electronics,South,88,160.07,14086.02,False
2023-01-05,Coffee Maker,Appliances,East,250,81.52,20381.16,False
2023-01-05,Coffee Maker,Appliances,West,137,81.39,11149.82,False
2023-01-05,Coffee Maker,Appliances,North,210,78.7,16526.35,False
2023-01-05,Coffee Maker,Appliances,South,133,76.59,10186.76,False
2023-01-05,Blender,Appliances,East,87,40.11,3489.77,True
2023-01-05,Blender,Appliances,West,129,50.94,6571.29,False
2023-01-05,Blender,Appliances,North,71,40.39,2867.37,True
2023-01-05,Blender,Appliances,South,130,51.17,6652.0,False
2023-01-05,Office Chair,Furniture,East,84,205.41,17254.04,False
2023-01-05,Office Chair,Furniture,West,152,193.61,29429.12,False
2023-01-05,Office Chair,Furniture,North,124,200.18,24822.06,False
2023-01-05,Office Chair,Furniture,South,144,195.72,28183.64,False
2023-01-05,Desk,Furniture,East,142,303.08,43036.87,False
2023-01-05,Desk,Furniture,West,113,290.79,32858.78,False
2023-01-05,Desk,Furniture,North,160,295.5,47279.88,False
2023-01-05,Desk,Furniture,South,133,307.07,40839.72,False
2023-01-06,Laptop,Electronics,East,137,828.08,113446.57,True
2023-01-06,Laptop,Electronics,West,135,1012.9,136741.15,False
2023-01-06,Laptop,Electronics,North,89,1013.71,90220.27,False
2023-01-06,Laptop,Electronics,South,51,976.33,49792.58,False
2023-01-06,Smartphone,Electronics,East,108,710.04,76683.83,False
2023-01-06,Smartphone,Electronics,West,87,722.79,62882.76,False
2023-01-06,Smartphone,Electronics,North,68,699.21,47546.44,False
2023-01-06,Smartphone,Electronics,South,98,671.05,65762.53,False
2023-01-06,Headphones,Electronics,East,76,162.13,12322.09,False
2023-01-06,Headphones,Electronics,West,72,158.35,11400.89,False
2023-01-06,Headphones,Electronics,North,89,163.05,14511.12,False
2023-01-06,Headphones,Electronics,South,101,158.29,15987.62,False
2023-01-06,Coffee Maker,Appliances,East,147,78.33,11515.07,False
2023-01-06,Coffee Maker,Appliances,West,122,66.51,8113.8,True
2023-01-06,Coffee Maker,Appliances,North,136,80.33,10925.2,False
2023-01-06,Coffee Maker,Appliances,South,164,80.97,13279.5,False
2023-01-06,Blender,Appliances,East,86,49.41,4249.63,False
2023-01-06,Blender,Appliances,West,61,48.48,2956.98,False
2023-01-06,Blender,Appliances,North,140,39.79,5570.99,True
2023-01-06,Blender,Appliances,South,118,42.45,5009.64,True
2023-01-06,Office Chair,Furniture,East,106,196.17,20793.81,False
2023-01-06,Office Chair,Furniture,West,116,196.96,22847.91,False
2023-01-06,Office Chair,Furniture,North,132,195.66,25827.65,False
2023-01-06,Office Chair,Furniture,South,175,199.96,34992.67,False
2023-01-06,Desk,Furniture,East,152,294.82,44813.01,False
2023-01-06,Desk,Furniture,West,141,293.77,41421.11,False
2023-01-06,Desk,Furniture,North,117,291.69,34128.14,False
2023-01-06,Desk,Furniture,South,189,291.6,55112.19,False
2023-01-07,Laptop,Electronics,East,57,990.25,56444.11,False
2023-01-07,Laptop,Electronics,West,53,1000.96,53050.9,False
2023-01-07,Laptop,Electronics,North,72,998.99,71926.94,False
2023-01-07,Laptop,Electronics,South,61,790.76,48236.59,True
2023-01-07,Smartphone,Electronics,East,77,686.3,52845.44,False
2023-01-07,Smartphone,Electronics,West,84,676.62,56835.97,False
2023-01-07,Smartphone,Electronics,North,56,707.98,39646.78,False
2023-01-07,Smartphone,Electronics,South,44,677.2,29797.01,False
2023-01-07,Headphones,Electronics,East,78,157.1,12253.52,False
2023-01-07,Headphones,Electronics,West,41,159.78,6550.92,False
2023-01-07,Headphones,Electronics,North,55,160.14,8807.79,False
2023-01-07,Headphones,Electronics,South,60,163.21,9792.6,False
2023-01-07,Coffee Maker,Appliances,East,137,78.18,10711.03,False
2023-01-07,Coffee Maker,Appliances,West,132,76.04,10036.73,False
2023-01-07,Coffee Maker,Appliances,North,129,79.67,10276.81,False
2023-01-07,Coffee Maker,Appliances,South,96,80.13,7692.34,False
2023-01-07,Blender,Appliances,East,89,50.24,4471.75,False
2023-01-07,Blender,Appliances,West,61,49.5,3019.65,False
2023-01-07,Blender,Appliances,North,77,39.66,3053.46,True
2023-01-07,Blender,Appliances,South,95,50.86,4831.79,False
2023-01-07,Office Chair,Furniture,East,89,198.36,17653.84,False
2023-01-07,Office Chair,Furniture,West,70,192.51,13475.5,False
2023-01-07,Office Chair,Furniture,North,94,206.7,19429.37,False
2023-01-07,Office Chair,Furniture,South,67,203.31,13621.6,False
2023-01-07,Desk,Furniture,East,81,304.62,24673.82,False
2023-01-07,Desk,Furniture,West,107,302.02,32316.24,False
2023-01-07,Desk,Furniture,North,104,313.61,32615.83,False
2023-01-07,Desk,Furniture,South,87,297.23,25859.35,False
2023-01-08,Laptop,Electronics,East,82,982.87,80595.22,False
2023-01-08,Laptop,Electronics,West,65,1009.57,65622.02,False
2023-01-08,Laptop,Electronics,North,82,989.79,81162.76,False
2023-01-08,Laptop,Electronics,South,58,991.1,57484.04,False
2023-01-08,Smartphone,Electronics,East,87,687.08,59775.95,False
2023-01-08,Smartphone,Electronics,West,105,705.78,74106.69,False
2023-01-08,Smartphone,Electronics,North,48,546.05,26210.5,True
2023-01-08,Smartphone,Electronics,South,90,709.15,63823.59,False
2023-01-08,Headphones,Electronics,East,91,156.39,14231.37,False
2023-01-08,Headphones,Electronics,West,77,160.34,12346.18,False
2023-01-08,Headphones,Electronics,North,70,160.71,11249.45,False
2023-01-08,Headphones,Electronics,South,86,166.01,14277.04,False
2023-01-08,Coffee Maker,Appliances,East,133,79.17,10529.9,False
2023-01-08,Coffee Maker,Appliances,West,121,80.08,9689.58,False
2023-01-08,Coffee Maker,Appliances,North,72,82.44,5935.46,False
2023-01-08,Coffee Maker,Appliances,South,85,78.37,6661.52,False
2023-01-08,Blender,Appliances,East,71,50.06,3554.49,False
2023-01-08,Blender,Appliances,West,60,49.65,2979.26,False
2023-01-08,Blender,Appliances,North,64,48.49,3103.18,False
2023-01-08,Blender,Appliances,South,65,37.83,2459.27,True
2023-01-08,Office Chair,Furniture,East,102,202.77,20683.02,False
2023-01-08,Office Chair,Furniture,West,99,159.13,15754.03,True
2023-01-08,Office Chair,Furniture,North,138,200.23,27631.31,False
2023-01-08,Office Chair,Furniture,South,89,200.78,17869.62,False
2023-01-08,Desk,Furniture,East,80,237.37,18989.37,True
2023-01-08,Desk,Furniture,West,81,236.57,19162.21,True
2023-01-08,Desk,Furniture,North,63,309.01,19467.86,False
2023-01-08,Desk,Furniture,South,87,307.47,26749.56,False
2023-01-09,Laptop,Electronics,East,80,992.56,79404.9,False
2023-01-09,Laptop,Electronics,West,99,977.78,96800.09,False
2023-01-09,Laptop,Electronics,North,127,1025.42,130228.45,False
2023-01-09,Laptop,Electronics,South,81,989.5,80149.48,False
2023-01-09,Smartphone,Electronics,East,73,567.98,41462.36,True
2023-01-09,Smartphone,Electronics,West,96,709.94,68154.56,False
2023-01-09,Smartphone,Electronics,North,82,572.98,46984.06,True
2023-01-09,Smartphone,Electronics,South,108,708.29,76495.68,False
2023-01-09,Headphones,Electronics,East,116,155.99,18094.46,False
2023-01-09,Headphones,Electronics,West,106,126.65,13425.31,True
2023-01-09,Headphones,Electronics,North,72,155.48,11194.79,False
2023-01-09,Headphones,Electronics,South,131,155.89,20421.97,False
2023-01-09,Coffee Maker,Appliances,East,95,82.7,7856.88,False
2023-01-09,Coffee Maker,Appliances,West,163,79.12,12896.27,False
2023-01-09,Coffee Maker,Appliances,North,160,81.76,13080.81,False
2023-01-09,Coffee Maker,Appliances,South,163,79.41,12943.55,False
2023-01-09,Blender,Appliances,East,91,48.28,4393.5,False
2023-01-09,Blender,Appliances,West,112,50.16,5618.01,False
2023-01-09,Blender,Appliances,North,94,50.34,4731.73,False
2023-01-09,Blender,Appliances,South,76,50.19,3814.12,False
2023-01-09,Office Chair,Furniture,East,155,193.18,29942.9,False
2023-01-09,Office Chair,Furniture,West,156,201.01,31358.19,False
2023-01-09,Office Chair,Furniture,North,141,204.05,28770.67,False
2023-01-09,Office Chair,Furniture,South,96,197.49,18959.12,False
2023-01-09,Desk,Furniture,East,146,295.64,43162.81,False
2023-01-09,Desk,Furniture,West,94,237.06,22283.34,True
2023-01-09,Desk,Furniture,North,95,291.88,27728.62,False
2023-01-09,Desk,Furniture,South,198,294.29,58270.17,False
2023-01-10,Laptop,Electronics,East,100,1003.69,100368.67,False
2023-01-10,Laptop,Electronics,West,115,988.48,113674.9,False
2023-01-10,Laptop,Electronics,North,168,998.07,167675.56,False
2023-01-10,Laptop,Electronics,South,101,999.29,100928.31,False
2023-01-10,Smartphone,Electronics,East,93,725.36,67458.84,False
2023-01-10,Smartphone,Electronics,West,97,708.84,68757.83,False
2023-01-10,Smartphone,Electronics,North,104,678.01,70512.75,False
2023-01-10,Smartphone,Electronics,South,100,698.95,69894.79,False
2023-01-10,Headphones,Electronics,East,107,124.57,13329.39,True
2023-01-10,Headphones,Electronics,West,124,161.78,20060.87,False
2023-01-10,Headphones,Electronics,North,115,161.46,18567.82,False
2023-01-10,Headphones,Electronics,South,68,161.36,10972.8,False
2023-01-10,Coffee Maker,Appliances,East,150,77.95,11692.12,False
2023-01-10,Coffee Maker,Appliances,West,206,79.93,16464.9,False
2023-01-10,Coffee Maker,Appliances,North,176,80.04,14086.62,False
2023-01-10,Coffee Maker,Appliances,South,136,80.14,10899.55,False
2023-01-10,Blender,Appliances,East,93,49.68,4620.32,False
2023-01-10,Blender,Appliances,West,82,51.25,4202.13,False
2023-01-10,Blender,Appliances,North,110,49.55,5450.54,False
2023-01-10,Blender,Appliances,South,88,51.02,4489.9,False
2023-01-10,Office Chair,Furniture,East,138,203.55,28089.67,False
2023-01-10,Office Chair,Furniture,West,179,197.92,35427.85,False
2023-01-10,Office Chair,Furniture,North,181,198.54,35935.51,False
2023-01-10,Office Chair,Furniture,South,159,206.31,32802.97,False
2023-01-10,Desk,Furniture,East,103,298.3,30724.83,False
2023-01-10,Desk,Furniture,West,97,293.97,28514.64,False
2023-01-10,Desk,Furniture,North,149,301.4,44907.89,False
2023-01-10,Desk,Furniture,South,101,244.72,24716.38,True
2023-01-11,Laptop,Electronics,East,87,1013.49,88173.3,False
2023-01-11,Laptop,Electronics,West,112,1003.32,112371.73,False
2023-01-11,Laptop,Electronics,North,99,1049.1,103860.46,False
2023-01-11,Laptop,Electronics,South,84,790.02,66361.84,True
2023-01-11,Smartphone,Electronics,East,99,716.64,70946.96,False
2023-01-11,Smartphone,Electronics,West,92,688.34,63327.02,False
2023-01-11,Smartphone,Electronics,North,90,708.85,63796.58,False
2023-01-11,Smartphone,Electronics,South,82,721.65,59175.69,False
2023-01-11,Headphones,Electronics,East,90,158.75,14287.45,False
2023-01-11,Headphones,Electronics,West,128,162.1,20748.44,False
2023-01-11,Headphones,Electronics,North,83,157.44,13067.16,False
2023-01-11,Headphones,Electronics,South,100,159.88,15988.4,False
2023-01-11,Coffee Maker,Appliances,East,143,80.35,11489.77,False
2023-01-11,Coffee Maker,Appliances,West,187,84.03,15714.09,False
2023-01-11,Coffee Maker,Appliances,North,154,81.66,12575.71,False
2023-01-11,Coffee Maker,Appliances,South,211,80.92,17075.0,False
2023-01-11,Blender,Appliances,East,120,51.1,6131.82,False
2023-01-11,Blender,Appliances,West,123,51.06,6279.94,False
2023-01-11,Blender,Appliances,North,125,50.64,6329.82,False
2023-01-11,Blender,Appliances,South,94,51.2,4812.45,False
2023-01-11,Office Chair,Furniture,East,139,198.42,27579.92,False
2023-01-11,Office Chair,Furniture,West,163,200.75,32722.96,False
2023-01-11,Office Chair,Furniture,North,100,202.97,20297.49,False
2023-01-11,Office Chair,Furniture,South,190,198.76,37764.2,False
2023-01-11,Desk,Furniture,East,135,247.56,33421.08,True
2023-01-11,Desk,Furniture,West,139,303.64,42205.58,False
2023-01-11,Desk,Furniture,North,131,301.15,39451.24,False
2023-01-11,Desk,Furniture,South,96,300.79,28875.63,False
2023-01-12,Laptop,Electronics,East,116,969.53,112465.08,False
2023-01-12,Laptop,Electronics,West,106,1031.3,109317.82,False
2023-01-12,Laptop,Electronics,North,76,1037.61,78858.57,False
2023-01-12,Laptop,Electronics,South,53,1008.79,53465.88,False
2023-01-12,Smartphone,Electronics,East,81,709.91,57502.45,False
2023-01-12,Smartphone,Electronics,West,96,682.07,65478.34,False
2023-01-12,Smartphone,Electronics,North,133,698.6,92914.01,False
2023-01-12,Smartphone,Electronics,South,73,678.63,49540.21,False
2023-01-12,Headphones,Electronics,East,96,128.61,12347.03,True
2023-01-12,Headphones,Electronics,West,122,124.79,15224.17,True
2023-01-12,Headphones,Electronics,North,101,163.57,16520.08,False
2023-01-12,Headphones,Electronics,South,114,161.81,18446.7,False
2023-01-12,Coffee Maker,Appliances,East,184,82.12,15109.41,False
2023-01-12,Coffee Maker,Appliances,West,208,79.85,16608.06,False
2023-01-12,Coffee Maker,Appliances,North,137,82.87,11353.35,False
2023-01-12,Coffee Maker,Appliances,South,106,80.19,8500.66,False
2023-01-12,Blender,Appliances,East,111,49.34,5476.46,False
2023-01-12,Blender,Appliances,West,47,49.54,2328.28,False
2023-01-12,Blender,Appliances,North,73,40.6,2963.82,True
2023-01-12,Blender,Appliances,South,107,49.02,5245.48,False
2023-01-12,Office Chair,Furniture,East,149,195.36,29108.16,False
2023-01-12,Office Chair,Furniture,West,153,199.11,30463.25,False
2023-01-12,Office Chair,Furniture,North,132,191.82,25320.7,False
2023-01-12,Office Chair,Furniture,South,109,195.98,21362.23,False
2023-01-12,Desk,Furniture,East,166,303.83,50436.6,False
2023-01-12,Desk,Furniture,West,158,308.39,48724.96,False
2023-01-12,Desk,Furniture,North,140,296.11,41455.19,False
2023-01-12,Desk,Furniture,South,149,305.36,45498.79,False
2023-01-13,Laptop,Electronics,East,136,989.29,134542.81,False
2023-01-13,Laptop,Electronics,West,96,1041.49,99983.5,False
2023-01-13,Laptop,Electronics,North,125,1003.95,125493.52,False
2023-01-13,Laptop,Electronics,South,94,993.58,93396.81,False
2023-01-13,Smartphone,Electronics,East,110,691.96,76115.41,False
2023-01-13,Smartphone,Electronics,West,149,579.34,86321.69,True
2023-01-13,Smartphone,Electronics,North,106,701.67,74377.06,False
2023-01-13,Smartphone,Electronics,South,66,696.39,45961.53,False
2023-01-13,Headphones,Electronics,East,102,162.06,16530.21,False
2023-01-13,Headphones,Electronics,West,112,156.07,17479.59,False
2023-01-13,Headphones,Electronics,North,122,130.67,15942.03,True
2023-01-13,Headphones,Electronics,South,90,163.44,14709.74,False
2023-01-13,Coffee Maker,Appliances,East,164,81.4,13350.2,False
2023-01-13,Coffee Maker,Appliances,West,124,82.35,10211.67,False
2023-01-13,Coffee Maker,Appliances,North,146,80.62,11770.99,False
2023-01-13,Coffee Maker,Appliances,South,157,79.11,12420.21,False
2023-01-13,Blender,Appliances,East,104,51.16,5320.9,False
2023-01-13,Blender,Appliances,West,66,50.76,3350.26,False
2023-01-13,Blender,Appliances,North,118,48.25,5693.57,False
2023-01-13,Blender,Appliances,South,86,48.7,4187.82,False
2023-01-13,Office Chair,Furniture,East,117,201.38,23560.99,False
2023-01-13,Office Chair,Furniture,West,124,200.3,24836.86,False
2023-01-13,Office Chair,Furniture,North,131,198.02,25939.97,False
2023-01-13,Office Chair,Furniture,South,128,205.99,26367.07,False
2023-01-13,Desk,Furniture,East,117,238.32,27882.93,True
2023-01-13,Desk,Furniture,West,191,302.28,57735.77,False
2023-01-13,Desk,Furniture,North,152,301.42,45816.25,False
2023-01-13,Desk,Furniture,South,124,239.65,29716.39,True
2023-01-14,Laptop,Electronics,East,86,1001.03,86088.49,False
2023-01-14,Laptop,Electronics,West,55,1001.56,55085.95,False
2023-01-14,Laptop,Electronics,North,91,1006.92,91629.69,False
2023-01-14,Laptop,Electronics,South,29,1041.76,30210.96,False
2023-01-14,Smartphone,Electronics,East,90,685.43,61688.84,False
2023-01-14,Smartphone,Electronics,West,65,691.26,44931.73,False
2023-01-14,Smartphone,Electronics,North,73,703.03,51321.48,False
2023-01-14,Smartphone,Electronics,South,79,561.68,44372.46,True
2023-01-14,Headphones,Electronics,East,105,159.81,16779.59,False
2023-01-14,Headphones,Electronics,West,94,163.53,15371.58,False
2023-01-14,Headphones,Electronics,North,91,156.33,14226.27,False
2023-01-14,Headphones,Electronics,South,49,160.96,7886.96,False
2023-01-14,Coffee Maker,Appliances,East,114,80.52,9178.82,False
2023-01-14,Coffee Maker,Appliances,West,126,82.57,10404.02,False
2023-01-14,Coffee Maker,Appliances,North,119,81.53,9702.35,False
2023-01-14,Coffee Maker,Appliances,South,90,80.95,7285.11,False
2023-01-14,Blender,Appliances,East,64,41.09,2629.91,True
2023-01-14,Blender,Appliances,West,71,49.82,3537.0,False
2023-01-14,Blender,Appliances,North,63,48.55,3058.66,False
2023-01-14,Blender,Appliances,South,45,49.0,2204.95,False
2023-01-14,Office Chair,Furniture,East,92,155.76,14329.77,True
2023-01-14,Office Chair,Furniture,West,134,197.24,26429.83,False
2023-01-14,Office Chair,Furniture,North,81,198.69,16093.95,False
2023-01-14,Office Chair,Furniture,South,110,194.43,21387.52,False
2023-01-14,Desk,Furniture,East,124,314.63,39013.88,False
2023-01-14,Desk,Furniture,West,109,303.56,33087.87,False
2023-01-14,Desk,Furniture,North,105,301.68,31676.09,False
2023-01-14,Desk,Furniture,South,87,295.47,25705.57,False
2023-01-15,Laptop,Electronics,East,41,998.02,40918.95,False
2023-01-15,Laptop,Electronics,West,62,1003.59,62222.45,False
2023-01-15,Laptop,Electronics,North,74,968.58,71674.94,False
2023-01-15,Laptop,Electronics,South,81,784.27,63526.06,True
2023-01-15,Smartphone,Electronics,East,78,686.43,53541.8,False
2023-01-15,Smartphone,Electronics,West,52,691.57,35961.69,False
2023-01-15,Smartphone,Electronics,North,47,706.16,33189.36,False
2023-01-15,Smartphone,Electronics,South,88,703.12,61874.98,False
2023-01-15,Headphones,Electronics,East,72,158.62,11420.35,False
2023-01-15,Headphones,Electronics,West,77,160.15,12331.27,False
2023-01-15,Headphones,Electronics,North,51,157.87,8051.31,False
2023-01-15,Headphones,Electronics,South,87,124.81,10858.29,True
2023-01-15,Coffee Maker,Appliances,East,93,81.42,7572.22,False
2023-01-15,Coffee Maker,Appliances,West,143,78.91,11284.49,False
2023-01-15,Coffee Maker,Appliances,North,82,83.42,6840.59,False
2023-01-15,Coffee Maker,Appliances,South,123,81.0,9963.48,False
2023-01-15,Blender,Appliances,East,67,49.86,3340.63,False
2023-01-15,Blender,Appliances,West,82,50.95,4178.2,False
2023-01-15,Blender,Appliances,North,61,48.62,2965.85,False
2023-01-15,Blender,Appliances,South,123,49.19,6049.94,False
2023-01-15,Office Chair,Furniture,East,128,197.78,25315.3,False
2023-01-15,Office Chair,Furniture,West,118,198.47,23419.88,False
2023-01-15,Office Chair,Furniture,North,75,195.93,14694.84,False
2023-01-15,Office Chair,Furniture,South,63,200.13,12607.96,False
2023-01-15,Desk,Furniture,East,98,232.52,22787.35,True
2023-01-15,Desk,Furniture,West,110,288.03,31683.08,False
2023-01-15,Desk,Furniture,North,132,292.73,38640.68,False
2023-01-15,Desk,Furniture,South,98,236.61,23187.59,True
2023-01-16,Laptop,Electronics,East,117,1001.51,117176.68,False
2023-01-16,Laptop,Electronics,West,70,1003.38,70236.4,False
2023-01-16,Laptop,Electronics,North,90,785.53,70697.67,True
2023-01-16,Laptop,Electronics,South,132,1021.82,134879.71,False
2023-01-16,Smartphone,Electronics,East,87,695.56,60513.75,False
2023-01-16,Smartphone,Electronics,West,106,732.46,77640.78,False
2023-01-16,Smartphone,Electronics,North,105,695.66,73044.56,False
2023-01-16,Smartphone,Electronics,South,106,709.9,75249.76,False
